,wer,streaming_latency,confirmed_streaming_latency,model_timestamp_streaming_latency,model_timestamp_confirmed_streaming_latency,number_deletions,number_substitutions,number_insertions,wer_global,streaming_latency_global,confirmed_streaming_latency_global,model_timestamp_streaming_latency_global,model_timestamp_confirmed_streaming_latency_global,number_deletions_global,number_substitutions_global,number_insertions_global
36,0.16666666666666666,0.31984478845673264,,,,0,3,0,0.039600153787004995,0.3115874382489375,,,,194.0,961.0,93.0
37,0.0,1.3558851637215303,,,,0,2,0,0.039600153787004995,0.3115874382489375,,,,194.0,961.0,93.0
38,0.0,0.11174316805784104,,,,0,5,0,0.039600153787004995,0.3115874382489375,,,,194.0,961.0,93.0
39,0.0,0.4840580352341766,,,,0,3,0,0.039600153787004995,0.3115874382489375,,,,194.0,961.0,93.0
40,0.0,0.3682532115956839,,,,0,0,0,0.039600153787004995,0.3115874382489375,,,,194.0,961.0,93.0
41,0.0,0.2666268014385354,,,,0,2,0,0.039600153787004995,0.3115874382489375,,,,194.0,961.0,93.0
42,0.0,0.21517633742844816,,,,1,6,0,0.039600153787004995,0.3115874382489375,,,,194.0,961.0,93.0
43,0.0,0.2028180465566762,,,,0,4,0,0.039600153787004995,0.3115874382489375,,,,194.0,961.0,93.0
44,0.0,0.6522344885791588,,,,1,8,0,0.039600153787004995,0.3115874382489375,,,,194.0,961.0,93.0
45,0.0,0.4020401626772608,,,,0,1,0,0.039600153787004995,0.3115874382489375,,,,194.0,961.0,93.0
46,0.14285714285714285,0.22230994963301023,,,,1,4,0,0.039600153787004995,0.3115874382489375,,,,194.0,961.0,93.0
47,0.0,0.43757245910086323,,,,0,1,0,0.039600153787004995,0.3115874382489375,,,,194.0,961.0,93.0
48,0.0,0.583038096797537,,,,0,1,0,0.039600153787004995,0.3115874382489375,,,,194.0,961.0,93.0
49,0.0,0.27868403590653495,,,,1,1,0,0.039600153787004995,0.3115874382489375,,,,194.0,961.0,93.0
50,0.0,0.30529235213920153,,,,0,1,0,0.039600153787004995,0.3115874382489375,,,,194.0,961.0,93.0
51,0.0,0.2356931416090149,,,,0,3,0,0.039600153787004995,0.3115874382489375,,,,194.0,961.0,93.0
52,0.0,0.4898430485200633,,,,0,2,0,0.039600153787004995,0.3115874382489375,,,,194.0,961.0,93.0
53,0.09090909090909091,0.6697226657592708,,,,1,7,0,0.039600153787004995,0.3115874382489375,,,,194.0,961.0,93.0
54,0.0,0.21592463220746214,,,,2,7,0,0.039600153787004995,0.3115874382489375,,,,194.0,961.0,93.0
55,0.0,0.2303389292362361,,,,0,6,0,0.039600153787004995,0.3115874382489375,,,,194.0,961.0,93.0
56,0.0,0.25573850726527114,,,,1,7,0,0.039600153787004995,0.3115874382489375,,,,194.0,961.0,93.0
57,0.14285714285714285,0.21736018193894707,,,,2,1,7,0.039600153787004995,0.3115874382489375,,,,194.0,961.0,93.0
58,0.0,0.34390024494973004,,,,1,1,0,0.039600153787004995,0.3115874382489375,,,,194.0,961.0,93.0
59,0.0,0.39915214041095914,,,,0,1,0,0.039600153787004995,0.3115874382489375,,,,194.0,961.0,93.0
60,0.0,0.31230806268882244,,,,0,3,0,0.039600153787004995,0.3115874382489375,,,,194.0,961.0,93.0
61,0.0,0.5806541658631997,,,,0,0,0,0.039600153787004995,0.3115874382489375,,,,194.0,961.0,93.0
62,0.0,0.3367555631804582,,,,1,1,0,0.039600153787004995,0.3115874382489375,,,,194.0,961.0,93.0
63,0.0,0.4916247450984761,,,,0,1,0,0.039600153787004995,0.3115874382489375,,,,194.0,961.0,93.0
64,0.0,0.5162594419184516,,,,2,0,0,0.039600153787004995,0.3115874382489375,,,,194.0,961.0,93.0
65,0.09090909090909091,0.519261941656828,,,,0,1,0,0.039600153787004995,0.3115874382489375,,,,194.0,961.0,93.0
66,0.0,0.24747206768604854,,,,0,2,0,0.039600153787004995,0.3115874382489375,,,,194.0,961.0,93.0
67,0.0,0.3640190948059904,,,,0,1,0,0.039600153787004995,0.3115874382489375,,,,194.0,961.0,93.0
68,0.0,0.3923963456003286,,,,0,0,0,0.039600153787004995,0.3115874382489375,,,,194.0,961.0,93.0
69,0.0,0.3054822762054021,,,,1,4,3,0.039600153787004995,0.3115874382489375,,,,194.0,961.0,93.0
70,0.16666666666666666,0.6283131578947377,,,,0,2,0,0.039600153787004995,0.3115874382489375,,,,194.0,961.0,93.0
71,0.0,0.7847733401525,,,,0,0,0,0.039600153787004995,0.3115874382489375,,,,194.0,961.0,93.0
72,0.0,1.068119743218828,,,,0,0,0,0.039600153787004995,0.3115874382489375,,,,194.0,961.0,93.0
73,0.0,0.47085983951426014,,,,1,2,0,0.039600153787004995,0.3115874382489375,,,,194.0,961.0,93.0
74,0.09090909090909091,0.9883604535529869,,,,0,2,0,0.039600153787004995,0.3115874382489375,,,,194.0,961.0,93.0
75,0.0,0.4040799151152995,,,,1,4,0,0.039600153787004995,0.3115874382489375,,,,194.0,961.0,93.0
76,0.0,0.5652564713896456,,,,0,1,0,0.039600153787004995,0.3115874382489375,,,,194.0,961.0,93.0
77,0.0,0.4423343006462784,,,,0,0,0,0.039600153787004995,0.3115874382489375,,,,194.0,961.0,93.0
78,0.0,0.5887500000000003,,,,0,0,0,0.039600153787004995,0.3115874382489375,,,,194.0,961.0,93.0
79,0.1,0.6971876756883373,,,,1,2,0,0.039600153787004995,0.3115874382489375,,,,194.0,961.0,93.0
80,0.0,0.5103750000000006,,,,0,0,0,0.039600153787004995,0.3115874382489375,,,,194.0,961.0,93.0
81,0.0,0.6700002427263293,,,,0,2,0,0.039600153787004995,0.3115874382489375,,,,194.0,961.0,93.0
82,0.09090909090909091,1.281283332199319,,,,0,6,0,0.039600153787004995,0.3115874382489375,,,,194.0,961.0,93.0
83,0.0,1.1982709890874308,,,,0,2,0,0.039600153787004995,0.3115874382489375,,,,194.0,961.0,93.0
84,0.09090909090909091,0.33307781310892853,,,,0,6,0,0.039600153787004995,0.3115874382489375,,,,194.0,961.0,93.0
85,0.0,0.19475501087388336,,,,1,9,0,0.039600153787004995,0.3115874382489375,,,,194.0,961.0,93.0
86,0.0,0.23008000643914941,,,,1,5,0,0.039600153787004995,0.3115874382489375,,,,194.0,961.0,93.0
87,0.0,0.35432819080754435,,,,0,2,0,0.039600153787004995,0.3115874382489375,,,,194.0,961.0,93.0
88,0.18181818181818182,0.38266658260989034,,,,1,4,4,0.039600153787004995,0.3115874382489375,,,,194.0,961.0,93.0
89,0.14285714285714285,0.3182537419814686,,,,2,7,0,0.039600153787004995,0.3115874382489375,,,,194.0,961.0,93.0
90,0.2222222222222222,0.30202377317110435,,,,1,4,0,0.039600153787004995,0.3115874382489375,,,,194.0,961.0,93.0
91,0.0,0.664472027383788,,,,0,0,0,0.039600153787004995,0.3115874382489375,,,,194.0,961.0,93.0
92,0.0,0.33954868032267943,,,,1,0,0,0.039600153787004995,0.3115874382489375,,,,194.0,961.0,93.0
93,0.0,0.2423747418162254,,,,1,2,0,0.039600153787004995,0.3115874382489375,,,,194.0,961.0,93.0
94,0.0,0.3579197888972362,,,,1,6,0,0.039600153787004995,0.3115874382489375,,,,194.0,961.0,93.0
95,0.0,0.41535081911873223,,,,2,8,0,0.039600153787004995,0.3115874382489375,,,,194.0,961.0,93.0
96,0.125,0.34722163530113015,,,,1,2,0,0.039600153787004995,0.3115874382489375,,,,194.0,961.0,93.0
97,0.0,0.8125264168432212,,,,0,1,0,0.039600153787004995,0.3115874382489375,,,,194.0,961.0,93.0
98,0.0,0.19170010861943682,,,,0,4,0,0.039600153787004995,0.3115874382489375,,,,194.0,961.0,93.0
99,0.0,0.2998209868157624,,,,1,1,0,0.039600153787004995,0.3115874382489375,,,,194.0,961.0,93.0
100,0.0,0.6250000000000002,,,,0,0,0,0.039600153787004995,0.3115874382489375,,,,194.0,961.0,93.0
101,0.0,0.3893022830399356,,,,0,0,0,0.039600153787004995,0.3115874382489375,,,,194.0,961.0,93.0
102,0.0,0.22110163878560718,,,,0,3,0,0.039600153787004995,0.3115874382489375,,,,194.0,961.0,93.0
103,0.0,0.32404697926492687,,,,1,3,0,0.039600153787004995,0.3115874382489375,,,,194.0,961.0,93.0
104,0.09090909090909091,0.5801715988102224,,,,1,0,0,0.039600153787004995,0.3115874382489375,,,,194.0,961.0,93.0
105,0.0,0.5469191280449561,,,,0,5,0,0.039600153787004995,0.3115874382489375,,,,194.0,961.0,93.0
106,0.16666666666666666,1.1653410210617055,,,,1,1,0,0.039600153787004995,0.3115874382489375,,,,194.0,961.0,93.0
107,0.0,0.23353776907987733,,,,0,4,0,0.039600153787004995,0.3115874382489375,,,,194.0,961.0,93.0
108,0.0,0.24411533678449382,,,,0,4,0,0.039600153787004995,0.3115874382489375,,,,194.0,961.0,93.0
109,0.0,0.41805023562107335,,,,0,0,0,0.039600153787004995,0.3115874382489375,,,,194.0,961.0,93.0
110,0.0,0.33941044797813946,,,,1,1,0,0.039600153787004995,0.3115874382489375,,,,194.0,961.0,93.0
111,0.0,0.5500000000000002,,,,0,0,0,0.039600153787004995,0.3115874382489375,,,,194.0,961.0,93.0
112,0.0,0.3355705315371623,,,,0,3,0,0.039600153787004995,0.3115874382489375,,,,194.0,961.0,93.0
113,0.0,0.28840987516970856,,,,0,1,0,0.039600153787004995,0.3115874382489375,,,,194.0,961.0,93.0
114,0.0,0.382949765482913,,,,0,1,0,0.039600153787004995,0.3115874382489375,,,,194.0,961.0,93.0
115,0.0,0.3172400748456329,,,,0,3,0,0.039600153787004995,0.3115874382489375,,,,194.0,961.0,93.0
116,0.09090909090909091,0.3535653454519797,,,,1,3,0,0.039600153787004995,0.3115874382489375,,,,194.0,961.0,93.0
117,0.16666666666666666,0.3306559007715316,,,,0,3,0,0.039600153787004995,0.3115874382489375,,,,194.0,961.0,93.0
118,0.1,0.2926608409321174,,,,1,4,0,0.039600153787004995,0.3115874382489375,,,,194.0,961.0,93.0
119,0.0,0.26762702300448077,,,,0,2,0,0.039600153787004995,0.3115874382489375,,,,194.0,961.0,93.0
120,0.0,0.31959451555557516,,,,0,5,0,0.039600153787004995,0.3115874382489375,,,,194.0,961.0,93.0
121,0.0,0.26081512581345323,,,,0,2,0,0.039600153787004995,0.3115874382489375,,,,194.0,961.0,93.0
122,0.0,0.296450306496954,,,,0,2,0,0.039600153787004995,0.3115874382489375,,,,194.0,961.0,93.0
123,0.16666666666666666,0.435600630756021,,,,0,1,0,0.039600153787004995,0.3115874382489375,,,,194.0,961.0,93.0
124,0.0,0.1575886409342641,,,,0,5,0,0.039600153787004995,0.3115874382489375,,,,194.0,961.0,93.0
125,0.0,0.1774353235335437,,,,3,8,0,0.039600153787004995,0.3115874382489375,,,,194.0,961.0,93.0
126,0.0,0.225241727574794,,,,0,3,0,0.039600153787004995,0.3115874382489375,,,,194.0,961.0,93.0
127,0.09090909090909091,0.26800176232463885,,,,2,5,0,0.039600153787004995,0.3115874382489375,,,,194.0,961.0,93.0
128,0.0,0.300343758225368,,,,0,2,0,0.039600153787004995,0.3115874382489375,,,,194.0,961.0,93.0
129,0.0,0.2633862454164321,,,,0,4,0,0.039600153787004995,0.3115874382489375,,,,194.0,961.0,93.0
130,0.0,0.41593054940248986,,,,0,1,0,0.039600153787004995,0.3115874382489375,,,,194.0,961.0,93.0
131,0.0,0.222411119114999,,,,2,6,0,0.039600153787004995,0.3115874382489375,,,,194.0,961.0,93.0
132,0.0,0.2594486229179926,,,,2,5,0,0.039600153787004995,0.3115874382489375,,,,194.0,961.0,93.0
133,0.125,0.4139869529161695,,,,0,3,0,0.039600153787004995,0.3115874382489375,,,,194.0,961.0,93.0
134,0.0,0.2942648998281461,,,,0,7,0,0.039600153787004995,0.3115874382489375,,,,194.0,961.0,93.0
135,0.0,0.24704844027039022,,,,1,1,0,0.039600153787004995,0.3115874382489375,,,,194.0,961.0,93.0
136,0.0,0.3099896294999156,,,,3,4,0,0.039600153787004995,0.3115874382489375,,,,194.0,961.0,93.0
137,0.0,0.250228947172684,,,,3,4,0,0.039600153787004995,0.3115874382489375,,,,194.0,961.0,93.0
138,0.0,0.4863222216344581,,,,0,2,0,0.039600153787004995,0.3115874382489375,,,,194.0,961.0,93.0
139,0.0,0.4057560387986898,,,,0,0,0,0.039600153787004995,0.3115874382489375,,,,194.0,961.0,93.0
140,0.0,0.2606172071245041,,,,1,1,0,0.039600153787004995,0.3115874382489375,,,,194.0,961.0,93.0
141,0.0,0.4670619225141989,,,,0,0,0,0.039600153787004995,0.3115874382489375,,,,194.0,961.0,93.0
142,0.0,0.31348615190765217,,,,1,0,0,0.039600153787004995,0.3115874382489375,,,,194.0,961.0,93.0
143,0.0,0.29765541384364497,,,,0,2,0,0.039600153787004995,0.3115874382489375,,,,194.0,961.0,93.0
144,0.0,0.4791029225708506,,,,0,0,0,0.039600153787004995,0.3115874382489375,,,,194.0,961.0,93.0
145,0.0,0.434561729145442,,,,0,0,0,0.039600153787004995,0.3115874382489375,,,,194.0,961.0,93.0
146,0.0,0.206082810331027,,,,0,8,0,0.039600153787004995,0.3115874382489375,,,,194.0,961.0,93.0
147,0.0,0.2669130388179981,,,,1,5,0,0.039600153787004995,0.3115874382489375,,,,194.0,961.0,93.0
148,0.25,0.4270168687290978,,,,1,0,1,0.039600153787004995,0.3115874382489375,,,,194.0,961.0,93.0
149,0.0,0.5951634997516152,,,,0,0,0,0.039600153787004995,0.3115874382489375,,,,194.0,961.0,93.0
150,0.3333333333333333,0.8784639449045741,,,,1,2,0,0.039600153787004995,0.3115874382489375,,,,194.0,961.0,93.0
151,0.0,1.112047805952821,,,,1,1,0,0.039600153787004995,0.3115874382489375,,,,194.0,961.0,93.0
152,0.0,0.4485079219013515,,,,0,3,0,0.039600153787004995,0.3115874382489375,,,,194.0,961.0,93.0
153,0.0,0.5750000000000002,,,,0,0,0,0.039600153787004995,0.3115874382489375,,,,194.0,961.0,93.0
154,0.09090909090909091,,,,,0,0,0,0.039600153787004995,0.3115874382489375,,,,194.0,961.0,93.0
155,0.0,1.0037500000000008,,,,0,0,0,0.039600153787004995,0.3115874382489375,,,,194.0,961.0,93.0
156,0.0,0.8490097341329886,,,,0,3,0,0.039600153787004995,0.3115874382489375,,,,194.0,961.0,93.0
157,0.0,0.26208395871295703,,,,0,2,0,0.039600153787004995,0.3115874382489375,,,,194.0,961.0,93.0
158,0.0,0.3097531940391442,,,,0,3,0,0.039600153787004995,0.3115874382489375,,,,194.0,961.0,93.0
159,0.0,0.4107989635068015,,,,0,0,0,0.039600153787004995,0.3115874382489375,,,,194.0,961.0,93.0
160,0.0,0.1786562403397468,,,,2,3,0,0.039600153787004995,0.3115874382489375,,,,194.0,961.0,93.0
161,0.0,0.28634955093237197,,,,0,1,0,0.039600153787004995,0.3115874382489375,,,,194.0,961.0,93.0
162,0.0,0.2410830744631758,,,,0,3,0,0.039600153787004995,0.3115874382489375,,,,194.0,961.0,93.0
163,0.0,0.19296549077345915,,,,1,4,0,0.039600153787004995,0.3115874382489375,,,,194.0,961.0,93.0
164,0.0,0.2735415013452186,,,,0,2,0,0.039600153787004995,0.3115874382489375,,,,194.0,961.0,93.0
165,0.09090909090909091,0.27745702550879264,,,,1,2,0,0.039600153787004995,0.3115874382489375,,,,194.0,961.0,93.0
166,0.0,0.23323495195690033,,,,0,2,0,0.039600153787004995,0.3115874382489375,,,,194.0,961.0,93.0
167,0.14285714285714285,0.31195327158257663,,,,0,4,0,0.039600153787004995,0.3115874382489375,,,,194.0,961.0,93.0
168,0.18181818181818182,0.28315479542042044,,,,1,13,0,0.039600153787004995,0.3115874382489375,,,,194.0,961.0,93.0
169,0.25,0.2908577561956257,,,,0,4,0,0.039600153787004995,0.3115874382489375,,,,194.0,961.0,93.0
170,0.14285714285714285,0.2130447721391696,,,,0,5,0,0.039600153787004995,0.3115874382489375,,,,194.0,961.0,93.0
171,0.0,0.3820556863857177,,,,0,1,0,0.039600153787004995,0.3115874382489375,,,,194.0,961.0,93.0
172,0.0,0.25040565426704325,,,,0,2,0,0.039600153787004995,0.3115874382489375,,,,194.0,961.0,93.0
173,0.0,0.36729657476667604,,,,1,2,0,0.039600153787004995,0.3115874382489375,,,,194.0,961.0,93.0
174,0.0,0.14016548320413447,,,,0,6,0,0.039600153787004995,0.3115874382489375,,,,194.0,961.0,93.0
175,0.09090909090909091,0.3014251948226445,,,,0,4,0,0.039600153787004995,0.3115874382489375,,,,194.0,961.0,93.0
176,0.0,0.3299338202896137,,,,0,3,0,0.039600153787004995,0.3115874382489375,,,,194.0,961.0,93.0
177,0.0,0.28266011909014843,,,,2,0,0,0.039600153787004995,0.3115874382489375,,,,194.0,961.0,93.0
178,0.0,0.32028211178352584,,,,1,3,0,0.039600153787004995,0.3115874382489375,,,,194.0,961.0,93.0
179,0.0,0.26263364727652333,,,,1,1,0,0.039600153787004995,0.3115874382489375,,,,194.0,961.0,93.0
180,0.0,0.24366079270614344,,,,0,4,0,0.039600153787004995,0.3115874382489375,,,,194.0,961.0,93.0
181,0.2857142857142857,0.2435259961327571,,,,3,3,10,0.039600153787004995,0.3115874382489375,,,,194.0,961.0,93.0
182,0.0,0.26086443537337306,,,,0,2,0,0.039600153787004995,0.3115874382489375,,,,194.0,961.0,93.0
183,0.0,0.14092290918626452,,,,2,11,0,0.039600153787004995,0.3115874382489375,,,,194.0,961.0,93.0
184,0.0,0.25878237994517206,,,,0,4,0,0.039600153787004995,0.3115874382489375,,,,194.0,961.0,93.0
185,0.0,0.1477456140998298,,,,2,13,0,0.039600153787004995,0.3115874382489375,,,,194.0,961.0,93.0
186,0.09090909090909091,0.22789163683863942,,,,3,5,0,0.039600153787004995,0.3115874382489375,,,,194.0,961.0,93.0
187,0.0,0.2435071939622305,,,,2,9,15,0.039600153787004995,0.3115874382489375,,,,194.0,961.0,93.0
188,0.0,0.27594929988035033,,,,2,2,0,0.039600153787004995,0.3115874382489375,,,,194.0,961.0,93.0
189,0.25,0.3337388032923105,,,,1,7,0,0.039600153787004995,0.3115874382489375,,,,194.0,961.0,93.0
190,0.0,0.14251292631671122,,,,0,4,0,0.039600153787004995,0.3115874382489375,,,,194.0,961.0,93.0
191,0.0,0.36251253385818843,,,,1,1,0,0.039600153787004995,0.3115874382489375,,,,194.0,961.0,93.0
192,0.0,0.230267358503448,,,,0,2,0,0.039600153787004995,0.3115874382489375,,,,194.0,961.0,93.0
193,0.09090909090909091,0.25878116119005296,,,,0,4,0,0.039600153787004995,0.3115874382489375,,,,194.0,961.0,93.0
194,0.0,0.23732395743287688,,,,0,4,0,0.039600153787004995,0.3115874382489375,,,,194.0,961.0,93.0
195,0.0,0.2379950513331362,,,,0,2,0,0.039600153787004995,0.3115874382489375,,,,194.0,961.0,93.0
196,0.0,0.40029974674676344,,,,0,0,0,0.039600153787004995,0.3115874382489375,,,,194.0,961.0,93.0
197,0.0,0.15921312662103662,,,,3,9,0,0.039600153787004995,0.3115874382489375,,,,194.0,961.0,93.0
198,0.0,0.18094984191307467,,,,0,2,0,0.039600153787004995,0.3115874382489375,,,,194.0,961.0,93.0
199,0.0,0.14338494820441974,,,,0,5,0,0.039600153787004995,0.3115874382489375,,,,194.0,961.0,93.0
200,0.0,0.27802674653619047,,,,1,1,0,0.039600153787004995,0.3115874382489375,,,,194.0,961.0,93.0
201,0.0,0.2659689452036936,,,,1,6,0,0.039600153787004995,0.3115874382489375,,,,194.0,961.0,93.0
202,0.0,0.3151018651379753,,,,1,3,0,0.039600153787004995,0.3115874382489375,,,,194.0,961.0,93.0
203,0.09090909090909091,0.2328356773261732,,,,0,10,0,0.039600153787004995,0.3115874382489375,,,,194.0,961.0,93.0
204,0.16666666666666666,0.29431666747364504,,,,1,2,0,0.039600153787004995,0.3115874382489375,,,,194.0,961.0,93.0
205,0.2857142857142857,0.3977164030699985,,,,0,3,0,0.039600153787004995,0.3115874382489375,,,,194.0,961.0,93.0
206,0.0,0.342155598655664,,,,0,2,0,0.039600153787004995,0.3115874382489375,,,,194.0,961.0,93.0
207,0.0,0.3242469977195221,,,,0,0,0,0.039600153787004995,0.3115874382489375,,,,194.0,961.0,93.0
208,0.0,0.284253438489353,,,,2,9,11,0.039600153787004995,0.3115874382489375,,,,194.0,961.0,93.0
209,0.0,0.2145998204286909,,,,2,3,0,0.039600153787004995,0.3115874382489375,,,,194.0,961.0,93.0
210,0.25,0.3388633802093153,,,,1,2,3,0.039600153787004995,0.3115874382489375,,,,194.0,961.0,93.0
211,0.23076923076923078,0.2909497940001817,,,,0,8,0,0.039600153787004995,0.3115874382489375,,,,194.0,961.0,93.0
212,0.09090909090909091,0.43364373712753856,,,,0,3,0,0.039600153787004995,0.3115874382489375,,,,194.0,961.0,93.0
213,0.1111111111111111,0.19018815279792733,,,,1,6,0,0.039600153787004995,0.3115874382489375,,,,194.0,961.0,93.0
214,0.09090909090909091,0.3427221976551248,,,,0,4,0,0.039600153787004995,0.3115874382489375,,,,194.0,961.0,93.0
215,0.25,0.2617607270455811,,,,0,2,0,0.039600153787004995,0.3115874382489375,,,,194.0,961.0,93.0
216,0.0,0.36017144542122104,,,,1,0,0,0.039600153787004995,0.3115874382489375,,,,194.0,961.0,93.0
217,0.0,0.22558528475680947,,,,1,2,0,0.039600153787004995,0.3115874382489375,,,,194.0,961.0,93.0
218,0.25,0.4407495026845102,,,,0,1,0,0.039600153787004995,0.3115874382489375,,,,194.0,961.0,93.0
219,0.0,0.4840406332953315,,,,0,0,0,0.039600153787004995,0.3115874382489375,,,,194.0,961.0,93.0
220,0.0,0.3676186771337437,,,,0,0,0,0.039600153787004995,0.3115874382489375,,,,194.0,961.0,93.0
221,0.0,0.37910545446873545,,,,1,5,0,0.039600153787004995,0.3115874382489375,,,,194.0,961.0,93.0
222,0.0,0.2753382194613814,,,,1,2,0,0.039600153787004995,0.3115874382489375,,,,194.0,961.0,93.0
223,0.125,0.27406143484103207,,,,2,3,4,0.039600153787004995,0.3115874382489375,,,,194.0,961.0,93.0
224,0.0,0.19170459140830384,,,,1,8,0,0.039600153787004995,0.3115874382489375,,,,194.0,961.0,93.0
225,0.0,0.18375764945552778,,,,1,3,0,0.039600153787004995,0.3115874382489375,,,,194.0,961.0,93.0
226,0.0,0.19476188482349932,,,,1,3,0,0.039600153787004995,0.3115874382489375,,,,194.0,961.0,93.0
227,0.0,0.20976937319689867,,,,2,7,0,0.039600153787004995,0.3115874382489375,,,,194.0,961.0,93.0
228,0.125,0.26176674253176924,,,,0,1,0,0.039600153787004995,0.3115874382489375,,,,194.0,961.0,93.0
229,0.0,0.3091474496356622,,,,0,1,0,0.039600153787004995,0.3115874382489375,,,,194.0,961.0,93.0
230,0.0,0.20285717337810327,,,,0,3,0,0.039600153787004995,0.3115874382489375,,,,194.0,961.0,93.0
231,0.0,0.242056613280066,,,,2,1,0,0.039600153787004995,0.3115874382489375,,,,194.0,961.0,93.0
232,0.0,0.27197497310388785,,,,2,2,0,0.039600153787004995,0.3115874382489375,,,,194.0,961.0,93.0
233,0.09090909090909091,0.26829415044889354,,,,0,3,0,0.039600153787004995,0.3115874382489375,,,,194.0,961.0,93.0
234,0.0,0.30722412516561476,,,,0,1,0,0.039600153787004995,0.3115874382489375,,,,194.0,961.0,93.0
235,0.09090909090909091,0.22625123862310076,,,,1,13,0,0.039600153787004995,0.3115874382489375,,,,194.0,961.0,93.0
